query_id,category,candidate_position,provider_id,is_supplement
EVAL-A1335E48-013,A/C,5,P05085,False
EVAL-A1335E48-013,A/C,6,P05162,False
EVAL-A1335E48-013,A/C,7,P05214,False
EVAL-A1335E48-013,A/C,8,P05286,False
EVAL-A1335E48-013,A/C,9,P05002,False
EVAL-A1335E48-013,A/C,10,P05098,False
EVAL-A1335E48-014,A/C,1,P05150,False
EVAL-A1335E48-014,A/C,2,P05030,False
EVAL-A1335E48-014,A/C,3,P05198,False
EVAL-A1335E48-014,A/C,4,P05267,False
EVAL-A1335E48-014,A/C,5,P05060,False
EVAL-A1335E48-014,A/C,6,P05009,False
EVAL-A1335E48-014,A/C,7,P05166,False
EVAL-A1335E48-014,A/C,8,P05268,False
EVAL-A1335E48-014,A/C,9,P05255,False
EVAL-A1335E48-014,A/C,10,P05007,False
EVAL-A1335E48-015,A/C,1,P05134,False
EVAL-A1335E48-015,A/C,2,P05140,False
EVAL-A1335E48-015,A/C,3,P05203,False
EVAL-A1335E48-015,A/C,4,P05205,False
EVAL-A1335E48-015,A/C,5,P05201,False
EVAL-A1335E48-015,A/C,6,P05250,False
EVAL-A1335E48-015,A/C,7,P05088,False
EVAL-A1335E48-015,A/C,8,P05200,False
EVAL-A1335E48-015,A/C,9,P05230,False
EVAL-A1335E48-015,A/C,10,P05079,False
EVAL-A1335E48-016,A/C,1,P05074,False
EVAL-A1335E48-016,A/C,2,P05319,False
EVAL-A1335E48-016,A/C,3,P05283,False
EVAL-A1335E48-016,A/C,4,P05052,False
EVAL-A1335E48-016,A/C,5,P05318,False
EVAL-A1335E48-016,A/C,6,P05259,False
EVAL-A1335E48-016,A/C,7,P05306,False
EVAL-A1335E48-016,A/C,8,P05204,False
EVAL-A1335E48-016,A/C,9,P05124,False
EVAL-A1335E48-016,A/C,10,P05195,False
EVAL-A1335E48-017,A/C,1,P05122,False
EVAL-A1335E48-017,A/C,2,P05159,False
EVAL-A1335E48-017,A/C,3,P05281,False
EVAL-A1335E48-017,A/C,4,P05339,False
EVAL-A1335E48-017,A/C,5,P05327,False
EVAL-A1335E48-017,A/C,6,P05038,False
EVAL-A1335E48-017,A/C,7,P05328,False
EVAL-A1335E48-017,A/C,8,P05091,False
EVAL-A1335E48-017,A/C,9,P05020,False
EVAL-A1335E48-017,A/C,10,P05241,False
EVAL-A1335E48-018,A/C,1,P05337,False
EVAL-A1335E48-018,A/C,2,P05171,False
EVAL-A1335E48-018,A/C,3,P05114,False
EVAL-A1335E48-018,A/C,4,P05234,False
EVAL-A1335E48-018,A/C,5,P05332,False
EVAL-A1335E48-018,A/C,6,P05096,False
EVAL-A1335E48-018,A/C,7,P05185,False
EVAL-A1335E48-018,A/C,8,P05343,False
EVAL-A1335E48-018,A/C,9,P05112,False
EVAL-A1335E48-018,A/C,10,P05059,False
EVAL-A1335E48-019,A/C,1,P05276,False
EVAL-A1335E48-019,A/C,2,P05223,False
EVAL-A1335E48-019,A/C,3,P05186,False
EVAL-A1335E48-019,A/C,4,P05029,False
EVAL-A1335E48-019,A/C,5,P05252,False
EVAL-A1335E48-019,A/C,6,P05302,False
EVAL-A1335E48-019,A/C,7,P05057,False
EVAL-A1335E48-019,A/C,8,P05272,False
EVAL-A1335E48-019,A/C,9,P05141,False
EVAL-A1335E48-019,A/C,10,P05341,False
EVAL-A1335E48-020,A/C,1,P05349,False
EVAL-A1335E48-020,A/C,2,P05301,False
EVAL-A1335E48-020,A/C,3,P05050,False
EVAL-A1335E48-020,A/C,4,P05105,False
EVAL-A1335E48-020,A/C,5,P05240,False
EVAL-A1335E48-020,A/C,6,P05099,False
EVAL-A1335E48-020,A/C,7,P05072,False
EVAL-A1335E48-020,A/C,8,P05123,False
EVAL-A1335E48-020,A/C,9,P05271,False
EVAL-A1335E48-020,A/C,10,P05265,False
EVAL-A1335E48-021,A/C,1,P05097,False
EVAL-A1335E48-021,A/C,2,P05034,False
EVAL-A1335E48-021,A/C,3,P04999,False
EVAL-A1335E48-021,A/C,4,P05032,False
EVAL-A1335E48-021,A/C,5,P05119,False
EVAL-A1335E48-021,A/C,6,P05161,False
EVAL-A1335E48-021,A/C,7,P05152,False
EVAL-A1335E48-021,A/C,8,P05296,False
EVAL-A1335E48-021,A/C,9,P05269,False
EVAL-A1335E48-021,A/C,10,P05353,False
EVAL-A1335E48-022,A/C,1,P05348,False
EVAL-A1335E48-022,A/C,2,P05264,False
EVAL-A1335E48-022,A/C,3,P05334,True
EVAL-A1335E48-022,A/C,4,P05004,True
EVAL-A1335E48-022,A/C,5,P05256,True
EVAL-A1335E48-022,A/C,6,P05132,True
EVAL-A1335E48-022,A/C,7,P05154,True
EVAL-A1335E48-022,A/C,8,P05330,True
EVAL-A1335E48-022,A/C,9,P05028,True
EVAL-A1335E48-022,A/C,10,P05202,True
EVAL-F78DD8E6-001,CCTV,1,P07443,False
EVAL-F78DD8E6-001,CCTV,2,P07347,False
EVAL-F78DD8E6-001,CCTV,3,P07375,False
EVAL-F78DD8E6-001,CCTV,4,P07463,False
EVAL-F78DD8E6-001,CCTV,5,P07407,False
EVAL-F78DD8E6-001,CCTV,6,P07423,False
EVAL-F78DD8E6-001,CCTV,7,P07232,False
EVAL-F78DD8E6-001,CCTV,8,P07304,False
EVAL-F78DD8E6-001,CCTV,9,P07377,False
EVAL-F78DD8E6-001,CCTV,10,P07193,False
EVAL-F78DD8E6-002,CCTV,1,P07235,False
EVAL-F78DD8E6-002,CCTV,2,P07336,False
EVAL-F78DD8E6-002,CCTV,3,P07451,False
EVAL-F78DD8E6-002,CCTV,4,P07484,False
EVAL-F78DD8E6-002,CCTV,5,P07490,False
EVAL-F78DD8E6-002,CCTV,6,P07495,False
EVAL-F78DD8E6-002,CCTV,7,P07433,False
EVAL-F78DD8E6-002,CCTV,8,P07449,False
EVAL-F78DD8E6-002,CCTV,9,P07466,False
EVAL-F78DD8E6-002,CCTV,10,P07311,False
EVAL-F78DD8E6-003,CCTV,1,P07488,False
EVAL-F78DD8E6-003,CCTV,2,P07464,False
EVAL-F78DD8E6-003,CCTV,3,P07306,False
EVAL-F78DD8E6-003,CCTV,4,P07356,False
EVAL-F78DD8E6-003,CCTV,5,P07160,False
EVAL-F78DD8E6-003,CCTV,6,P07224,False
EVAL-F78DD8E6-003,CCTV,7,P07210,False
EVAL-F78DD8E6-003,CCTV,8,P07173,False
EVAL-F78DD8E6-003,CCTV,9,P07233,False
EVAL-F78DD8E6-003,CCTV,10,P07431,False
EVAL-F78DD8E6-004,CCTV,1,P07485,False
EVAL-F78DD8E6-004,CCTV,2,P07374,False
EVAL-F78DD8E6-004,CCTV,3,P07262,False
EVAL-F78DD8E6-004,CCTV,4,P07383,False
EVAL-F78DD8E6-004,CCTV,5,P07438,False
EVAL-F78DD8E6-004,CCTV,6,P07317,False
EVAL-F78DD8E6-004,CCTV,7,P07341,False
EVAL-F78DD8E6-004,CCTV,8,P07450,False
EVAL-F78DD8E6-004,CCTV,9,P07459,False
EVAL-F78DD8E6-004,CCTV,10,P07182,False
EVAL-F78DD8E6-005,CCTV,1,P07171,False
EVAL-F78DD8E6-005,CCTV,2,P07363,False
EVAL-F78DD8E6-005,CCTV,3,P07218,False
EVAL-F78DD8E6-005,CCTV,4,P07389,False
EVAL-F78DD8E6-005,CCTV,5,P07170,False
EVAL-F78DD8E6-005,CCTV,6,P07385,False
EVAL-F78DD8E6-005,CCTV,7,P07373,False
EVAL-F78DD8E6-005,CCTV,8,P07276,False
EVAL-F78DD8E6-005,CCTV,9,P07366,False
EVAL-F78DD8E6-005,CCTV,10,P07482,False
EVAL-F78DD8E6-006,CCTV,1,P07473,False
EVAL-F78DD8E6-006,CCTV,2,P07331,False
EVAL-F78DD8E6-006,CCTV,3,P07476,False
EVAL-F78DD8E6-006,CCTV,4,P07360,False
EVAL-F78DD8E6-006,CCTV,5,P07324,False
EVAL-F78DD8E6-006,CCTV,6,P07332,False
EVAL-F78DD8E6-006,CCTV,7,P07370,False
EVAL-F78DD8E6-006,CCTV,8,P07435,False
EVAL-F78DD8E6-006,CCTV,9,P07321,False
EVAL-F78DD8E6-006,CCTV,10,P07409,False
EVAL-F78DD8E6-007,CCTV,1,P07147,False
EVAL-F78DD8E6-007,CCTV,2,P07265,False
EVAL-F78DD8E6-007,CCTV,3,P07474,False
EVAL-F78DD8E6-007,CCTV,4,P07371,False
EVAL-F78DD8E6-007,CCTV,5,P07226,False
EVAL-F78DD8E6-007,CCTV,6,P07376,False
EVAL-F78DD8E6-007,CCTV,7,P07402,False
EVAL-F78DD8E6-007,CCTV,8,P07197,False
EVAL-F78DD8E6-007,CCTV,9,P07296,False
EVAL-F78DD8E6-007,CCTV,10,P07452,False
EVAL-F78DD8E6-008,CCTV,1,P07256,False
EVAL-F78DD8E6-008,CCTV,2,P07275,False
EVAL-F78DD8E6-008,CCTV,3,P07415,False
EVAL-F78DD8E6-008,CCTV,4,P07440,False
EVAL-F78DD8E6-008,CCTV,5,P07151,False
EVAL-F78DD8E6-008,CCTV,6,P07143,False
EVAL-F78DD8E6-008,CCTV,7,P07471,False
EVAL-F78DD8E6-008,CCTV,8,P07208,False
EVAL-F78DD8E6-008,CCTV,9,P07294,False
EVAL-F78DD8E6-008,CCTV,10,P07258,False
EVAL-F78DD8E6-009,CCTV,1,P07202,False
EVAL-F78DD8E6-009,CCTV,2,P07234,False
EVAL-F78DD8E6-009,CCTV,3,P07248,False
EVAL-F78DD8E6-009,CCTV,4,P07270,False
EVAL-F78DD8E6-009,CCTV,5,P07333,False
EVAL-F78DD8E6-009,CCTV,6,P07339,False
EVAL-F78DD8E6-009,CCTV,7,P07255,False
EVAL-F78DD8E6-009,CCTV,8,P07454,False
EVAL-F78DD8E6-009,CCTV,9,P07384,False
EVAL-F78DD8E6-009,CCTV,10,P07212,False
EVAL-F78DD8E6-010,CCTV,1,P07329,False
EVAL-F78DD8E6-010,CCTV,2,P07448,False
EVAL-F78DD8E6-010,CCTV,3,P07176,False
EVAL-F78DD8E6-010,CCTV,4,P07388,False
EVAL-F78DD8E6-010,CCTV,5,P07253,False
EVAL-F78DD8E6-010,CCTV,6,P07323,False
EVAL-F78DD8E6-010,CCTV,7,P07424,False
EVAL-F78DD8E6-010,CCTV,8,P07430,False
EVAL-F78DD8E6-010,CCTV,9,P07149,False
EVAL-F78DD8E6-010,CCTV,10,P07254,False
EVAL-F78DD8E6-011,CCTV,1,P07334,False
EVAL-F78DD8E6-011,CCTV,2,P07468,False
EVAL-F78DD8E6-011,CCTV,3,P07325,False
EVAL-F78DD8E6-011,CCTV,4,P07203,False
EVAL-F78DD8E6-011,CCTV,5,P07145,False
EVAL-F78DD8E6-011,CCTV,6,P07367,False
EVAL-F78DD8E6-011,CCTV,7,P07316,False
EVAL-F78DD8E6-011,CCTV,8,P07381,False
EVAL-F78DD8E6-011,CCTV,9,P07295,False
EVAL-F78DD8E6-011,CCTV,10,P07231,False
EVAL-F78DD8E6-012,CCTV,1,P07259,False
EVAL-F78DD8E6-012,CCTV,2,P07444,False
EVAL-F78DD8E6-012,CCTV,3,P07330,False
EVAL-F78DD8E6-012,CCTV,4,P07229,False
EVAL-F78DD8E6-012,CCTV,5,P07217,False
EVAL-F78DD8E6-012,CCTV,6,P07340,False
EVAL-F78DD8E6-012,CCTV,7,P07222,False
EVAL-F78DD8E6-012,CCTV,8,P07346,False
EVAL-F78DD8E6-012,CCTV,9,P07387,False
EVAL-F78DD8E6-012,CCTV,10,P07358,False
EVAL-F78DD8E6-013,CCTV,1,P07245,False
EVAL-F78DD8E6-013,CCTV,2,P07479,False
EVAL-F78DD8E6-013,CCTV,3,P07184,False
EVAL-F78DD8E6-013,CCTV,4,P07180,False
EVAL-F78DD8E6-013,CCTV,5,P07199,False
EVAL-F78DD8E6-013,CCTV,6,P07434,False
EVAL-F78DD8E6-013,CCTV,7,P07359,False
EVAL-F78DD8E6-013,CCTV,8,P07280,False
EVAL-F78DD8E6-013,CCTV,9,P07318,False
EVAL-F78DD8E6-013,CCTV,10,P07166,False
EVAL-F78DD8E6-014,CCTV,1,P07268,False
EVAL-F78DD8E6-014,CCTV,2,P07283,False
EVAL-F78DD8E6-014,CCTV,3,P07263,False
EVAL-F78DD8E6-014,CCTV,4,P07216,False
EVAL-F78DD8E6-014,CCTV,5,P07169,False
EVAL-F78DD8E6-014,CCTV,6,P07250,False
EVAL-F78DD8E6-014,CCTV,7,P07159,False
EVAL-F78DD8E6-014,CCTV,8,P07453,False
EVAL-F78DD8E6-014,CCTV,9,P07349,False
EVAL-F78DD8E6-014,CCTV,10,P07146,False
EVAL-F78DD8E6-015,CCTV,1,P07305,False
EVAL-F78DD8E6-015,CCTV,2,P07165,False
EVAL-F78DD8E6-015,CCTV,3,P07386,False
EVAL-F78DD8E6-015,CCTV,4,P07247,False
EVAL-F78DD8E6-015,CCTV,5,P07237,False
EVAL-F78DD8E6-015,CCTV,6,P07343,False
EVAL-F78DD8E6-015,CCTV,7,P07174,False
EVAL-F78DD8E6-015,CCTV,8,P07447,False
EVAL-F78DD8E6-015,CCTV,9,P07399,False
EVAL-F78DD8E6-015,CCTV,10,P07200,False
EVAL-F78DD8E6-016,CCTV,1,P07487,False
EVAL-F78DD8E6-016,CCTV,2,P07163,False
EVAL-F78DD8E6-016,CCTV,3,P07364,False
EVAL-F78DD8E6-016,CCTV,4,P07361,False
EVAL-F78DD8E6-016,CCTV,5,P07241,False
EVAL-F78DD8E6-016,CCTV,6,P07480,False
EVAL-F78DD8E6-016,CCTV,7,P07211,False
EVAL-F78DD8E6-016,CCTV,8,P07460,False
EVAL-F78DD8E6-016,CCTV,9,P07214,False
EVAL-F78DD8E6-016,CCTV,10,P07230,False
EVAL-F78DD8E6-017,CCTV,1,P07365,False
EVAL-F78DD8E6-017,CCTV,2,P07481,False
EVAL-F78DD8E6-017,CCTV,3,P07426,False
EVAL-F78DD8E6-017,CCTV,4,P07300,False
EVAL-F78DD8E6-017,CCTV,5,P07416,False
EVAL-F78DD8E6-017,CCTV,6,P07187,False
EVAL-F78DD8E6-017,CCTV,7,P07369,False
EVAL-F78DD8E6-017,CCTV,8,P07142,False
EVAL-F78DD8E6-017,CCTV,9,P07192,False
EVAL-F78DD8E6-017,CCTV,10,P07357,False
EVAL-F78DD8E6-018,CCTV,1,P07342,False
EVAL-F78DD8E6-018,CCTV,2,P07327,False
EVAL-F78DD8E6-018,CCTV,3,P07441,False
EVAL-F78DD8E6-018,CCTV,4,P07148,False
EVAL-F78DD8E6-018,CCTV,5,P07293,False
EVAL-F78DD8E6-018,CCTV,6,P07281,False
EVAL-F78DD8E6-018,CCTV,7,P07489,False
EVAL-F78DD8E6-018,CCTV,8,P07380,False
EVAL-F78DD8E6-018,CCTV,9,P07144,False
EVAL-F78DD8E6-018,CCTV,10,P07425,False
EVAL-F78DD8E6-019,CCTV,1,P07198,False
EVAL-F78DD8E6-019,CCTV,2,P07414,False
EVAL-F78DD8E6-019,CCTV,3,P07313,False
EVAL-F78DD8E6-019,CCTV,4,P07403,False
EVAL-F78DD8E6-019,CCTV,5,P07284,False
EVAL-F78DD8E6-019,CCTV,6,P07395,False
EVAL-F78DD8E6-019,CCTV,7,P07348,False
EVAL-F78DD8E6-019,CCTV,8,P07405,False
EVAL-F78DD8E6-019,CCTV,9,P07421,False
EVAL-F78DD8E6-019,CCTV,10,P07436,False
EVAL-F78DD8E6-020,CCTV,1,P07195,False
EVAL-F78DD8E6-020,CCTV,2,P07273,False
EVAL-F78DD8E6-020,CCTV,3,P07264,False
EVAL-F78DD8E6-020,CCTV,4,P07204,False
EVAL-F78DD8E6-020,CCTV,5,P07282,False
EVAL-F78DD8E6-020,CCTV,6,P07461,False
EVAL-F78DD8E6-020,CCTV,7,P07443,True
EVAL-F78DD8E6-020,CCTV,8,P07347,True
EVAL-F78DD8E6-020,CCTV,9,P07375,True
EVAL-F78DD8E6-020,CCTV,10,P07463,True
EVAL-007D1795-001,Carpenters,1,P01010,False
EVAL-007D1795-001,Carpenters,2,P00977,False
EVAL-007D1795-001,Carpenters,3,P00946,False
EVAL-007D1795-001,Carpenters,4,P00729,False
EVAL-007D1795-001,Carpenters,5,P00802,False
EVAL-007D1795-001,Carpenters,6,P00974,False
EVAL-007D1795-001,Carpenters,7,P00947,False
EVAL-007D1795-001,Carpenters,8,P00885,False
EVAL-007D1795-001,Carpenters,9,P00789,False
EVAL-007D1795-001,Carpenters,10,P00919,False
EVAL-007D1795-002,Carpenters,1,P00734,False
EVAL-007D1795-002,Carpenters,2,P01015,False
EVAL-007D1795-002,Carpenters,3,P00837,False
EVAL-007D1795-002,Carpenters,4,P00719,False
EVAL-007D1795-002,Carpenters,5,P00795,False
EVAL-007D1795-002,Carpenters,6,P01053,False
EVAL-007D1795-002,Carpenters,7,P00937,False
EVAL-007D1795-002,Carpenters,8,P00878,False
EVAL-007D1795-002,Carpenters,9,P00805,False
EVAL-007D1795-002,Carpenters,10,P01044,False
EVAL-007D1795-003,Carpenters,1,P00986,False
EVAL-007D1795-003,Carpenters,2,P00899,False
EVAL-007D1795-003,Carpenters,3,P01071,False
EVAL-007D1795-003,Carpenters,4,P00760,False
EVAL-007D1795-003,Carpenters,5,P00926,False
EVAL-007D1795-003,Carpenters,6,P00804,False
EVAL-007D1795-003,Carpenters,7,P00984,False
EVAL-007D1795-003,Carpenters,8,P00933,False
EVAL-007D1795-003,Carpenters,9,P00965,False
EVAL-007D1795-003,Carpenters,10,P01060,False
EVAL-007D1795-004,Carpenters,1,P01001,False
EVAL-007D1795-004,Carpenters,2,P01000,False
EVAL-007D1795-004,Carpenters,3,P00879,False
EVAL-007D1795-004,Carpenters,4,P00907,False
EVAL-007D1795-004,Carpenters,5,P00931,False
EVAL-007D1795-004,Carpenters,6,P00784,False
EVAL-007D1795-004,Carpenters,7,P00862,False
EVAL-007D1795-004,Carpenters,8,P00992,False
EVAL-007D1795-004,Carpenters,9,P00835,False
EVAL-007D1795-004,Carpenters,10,P00891,False
EVAL-007D1795-005,Carpenters,1,P00731,False
EVAL-007D1795-005,Carpenters,2,P00770,False
EVAL-007D1795-005,Carpenters,3,P00828,False
EVAL-007D1795-005,Carpenters,4,P00934,False
EVAL-007D1795-005,Carpenters,5,P01003,False
EVAL-007D1795-005,Carpenters,6,P00721,False
EVAL-007D1795-005,Carpenters,7,P00969,False
EVAL-007D1795-005,Carpenters,8,P00917,False
EVAL-007D1795-005,Carpenters,9,P00904,False
EVAL-007D1795-005,Carpenters,10,P00846,False
EVAL-007D1795-006,Carpenters,1,P00963,False
EVAL-007D1795-006,Carpenters,2,P00787,False
EVAL-007D1795-006,Carpenters,3,P00733,False
EVAL-007D1795-006,Carpenters,4,P00973,False
EVAL-007D1795-006,Carpenters,5,P01043,False
EVAL-007D1795-006,Carpenters,6,P00858,False
EVAL-007D1795-006,Carpenters,7,P00813,False
EVAL-007D1795-006,Carpenters,8,P00838,False
EVAL-007D1795-006,Carpenters,9,P00925,False
EVAL-007D1795-006,Carpenters,10,P00716,False
EVAL-007D1795-007,Carpenters,1,P00817,False
EVAL-007D1795-007,Carpenters,2,P00964,False
EVAL-007D1795-007,Carpenters,3,P01008,False
EVAL-007D1795-007,Carpenters,4,P00966,False
EVAL-007D1795-007,Carpenters,5,P00735,False
EVAL-007D1795-007,Carpenters,6,P00972,False
EVAL-007D1795-007,Carpenters,7,P00903,False
EVAL-007D1795-007,Carpenters,8,P00962,False
EVAL-007D1795-007,Carpenters,9,P00766,False
EVAL-007D1795-007,Carpenters,10,P00841,False
EVAL-007D1795-008,Carpenters,1,P00739,False
EVAL-007D1795-008,Carpenters,2,P00854,False
EVAL-007D1795-008,Carpenters,3,P00781,False
EVAL-007D1795-008,Carpenters,4,P01025,False
EVAL-007D1795-008,Carpenters,5,P00909,False
EVAL-007D1795-008,Carpenters,6,P00875,False
EVAL-007D1795-008,Carpenters,7,P01016,False
EVAL-007D1795-008,Carpenters,8,P00923,False
EVAL-007D1795-008,Carpenters,9,P00796,False
EVAL-007D1795-008,Carpenters,10,P00771,False
EVAL-007D1795-009,Carpenters,1,P00785,False
EVAL-007D1795-009,Carpenters,2,P01069,False
EVAL-007D1795-009,Carpenters,3,P00884,False
EVAL-007D1795-009,Carpenters,4,P00990,False
EVAL-007D1795-009,Carpenters,5,P00801,False
EVAL-007D1795-009,Carpenters,6,P00730,False
EVAL-007D1795-009,Carpenters,7,P00794,False
EVAL-007D1795-009,Carpenters,8,P01039,False
EVAL-007D1795-009,Carpenters,9,P01027,False
EVAL-007D1795-009,Carpenters,10,P00942,False
EVAL-007D1795-010,Carpenters,1,P00850,False
EVAL-007D1795-010,Carpenters,2,P00958,False
EVAL-007D1795-010,Carpenters,3,P00722,False
EVAL-007D1795-010,Carpenters,4,P01007,False
EVAL-007D1795-010,Carpenters,5,P00897,False
EVAL-007D1795-010,Carpenters,6,P01041,False
EVAL-007D1795-010,Carpenters,7,P00902,False
EVAL-007D1795-010,Carpenters,8,P01049,False
EVAL-007D1795-010,Carpenters,9,P00928,False
EVAL-007D1795-010,Carpenters,10,P00941,False
EVAL-007D1795-011,Carpenters,1,P00754,False
EVAL-007D1795-011,Carpenters,2,P00979,False
EVAL-007D1795-011,Carpenters,3,P01006,False
EVAL-007D1795-011,Carpenters,4,P00782,False
EVAL-007D1795-011,Carpenters,5,P00778,False
EVAL-007D1795-011,Carpenters,6,P01023,False
EVAL-007D1795-011,Carpenters,7,P00783,False
EVAL-007D1795-011,Carpenters,8,P01059,False
EVAL-007D1795-011,Carpenters,9,P01002,False
